"Identifier","Organisation_Name","Sub_building_Name","Building_Name","Building_Number","Primary_Thorfare","Alt_Thorfare","Secondary_Thorfare","Locality","Townland","Town","County","Postcode","x_coordinates","y_coordinates"
848956,NA,NA,NA,"4","ROSSLYN CLOSE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490WA",269096,422073
848965,NA,NA,NA,"22","CARLARAGH ROAD",NA,NA,NA,"SESNAGH","LIMAVADY","LONDONDERRY","BT499LD",266022,420663
848966,NA,NA,NA,"49","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267319,421640
848967,NA,NA,NA,"3","JOSEPHINE TERRACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AY",267171,422325
849045,NA,"MIDDLE FLAT",NA,"23","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266994,423174
849068,NA,NA,NA,"69","DRUMALIEF ROAD",NA,NA,NA,"DIRTAGH","LIMAVADY","LONDONDERRY","BT490QX",270567,426304
849069,NA,NA,NA,"80","BOLEA ROAD",NA,NA,NA,"KILLYBREADY","LIMAVADY","LONDONDERRY","BT490QT",271187,425608
849100,NA,NA,NA,"44","DUNCRUN ROAD",NA,NA,NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY","LONDONDERRY","BT490JD",267601,431513
849128,NA,NA,NA,"94","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267432,423378
849166,NA,NA,NA,"7B","DRUMSURN ROAD",NA,NA,NA,"DRUMMOND","LIMAVADY","LONDONDERRY","BT490PD",269013,422856
850248,"MANHATTEN",NA,NA,"36","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267055,423178
850347,NA,NA,NA,"14","LIMESTONE ROAD",NA,NA,NA,"DUNCRUN","LIMAVADY","LONDONDERRY","BT490LB",267733,432715
850348,NA,NA,NA,"61","BALLYAVELIN ROAD",NA,NA,NA,"BALLYMULLY","LIMAVADY","LONDONDERRY","BT490NQ",270686,420402
850368,NA,NA,NA,"36","KILHOYLE ROAD",NA,NA,NA,"KILHOYLE","LIMAVADY","LONDONDERRY","BT490PU",274056,416446
850469,"LIMAVADY CENTRAL PRIMARY SCHOOL",NA,NA,"57","SCROGGY ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NB",267862,422215
850521,NA,NA,NA,"4","OASIS COTTAGES",NA,NA,NA,"BALLYSCULLION","LIMAVADY","LONDONDERRY","BT490LZ",267154,432689
850543,NA,NA,NA,"3","ANNADALE LANE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BX",267087,422871
850608,NA,NA,NA,"56","LARGY ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LH",267388,419488
850619,NA,NA,NA,"11","DUNMORE PLACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AN",267375,422690
850649,NA,NA,NA,"30","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",267950,425156
850739,NA,NA,NA,"8","DROMORE AVENUE",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499LX",265261,420090
850883,NA,NA,NA,"33","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268327,422274
850884,NA,NA,NA,"13","MCCURRY WALK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268651,422520
851400,"MULKEERAGH FARM SHOP",NA,NA,"40B","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","BALLYKELLY","LONDONDERRY","BT499HS",266992,423222
851515,NA,NA,NA,"40","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268739,422568
851613,NA,NA,NA,"5","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269032,422284
851675,"VALLEY COMPUTER TRAINING LTD",NA,NA,"145A","GREYSTONE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PB",268658,423054
851845,NA,NA,NA,"18","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268716,422484
852120,"NEW IMAGE HAIR SALON",NA,NA,"48","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AN",267253,422821
852337,NA,NA,NA,"85","DRUMSURN ROAD",NA,NA,NA,"GLEBE","LIMAVADY","LONDONDERRY","BT490PD",269906,421737
852338,NA,NA,NA,"51","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267502,421854
852343,NA,NA,NA,"340","SEACOAST ROAD",NA,NA,NA,"BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",266748,432184
852346,NA,NA,NA,"6","GORTGARN ROAD",NA,NA,NA,"GORTGARN","LIMAVADY","LONDONDERRY","BT490QW",270966,423956
852347,NA,NA,NA,"39","RINGSEND ROAD",NA,NA,NA,"GLENKEEN","LIMAVADY","LONDONDERRY","BT490QJ",271543,423118
852348,NA,NA,NA,"21","EVENTIDE GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AX",267475,422515
852350,NA,NA,NA,"46","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268360,422251
852351,NA,NA,NA,"52","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268395,422030
852377,NA,NA,NA,"56","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267191,432939
852419,NA,NA,NA,"2","ROEMILL COURT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499NP",267165,422035
852427,NA,NA,NA,"34","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268247,422932
852429,NA,NA,NA,"1","MCCURRY WALK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268697,422421
852444,NA,NA,NA,"110","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268287,421558
852457,NA,NA,NA,"56","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267033,422239
852459,NA,NA,NA,"39","SPERRIN ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AS",267431,422425
852519,NA,NA,NA,"46","SCOTCHTOWN ROAD",NA,NA,NA,"SCOTCHTOWN","LIMAVADY","LONDONDERRY","BT490JA",265385,430285
852527,NA,NA,NA,NA,"DOWLAND ROAD",NA,NA,"FRUITHILL","GRANNAGH","LIMAVADY","LONDONDERRY","BT490HR",267629,425224
852528,NA,NA,NA,"33","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",267988,425092
852533,NA,NA,NA,"19","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268524,422347
852534,NA,NA,NA,"42","EDENVALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RF",268530,421917
853425,NA,NA,NA,"130","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AP",267290,422536
853536,NA,NA,NA,"25","COLLEGE COURT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490UR",267488,422333
853537,NA,NA,NA,"20","COLLEGE COURT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490UR",267498,422317
853560,NA,NA,NA,"102","BOLEA ROAD",NA,NA,NA,"BOLEA","LIMAVADY","LONDONDERRY","BT490QU",271802,425980
853671,NA,"FLAT D",NA,"12","RATHBRADY ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BH",267065,422653
854241,NA,NA,NA,"22","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267539,421728
854253,NA,NA,NA,"106","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268699,421594
854254,NA,NA,NA,"2","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268967,422014
854266,NA,NA,NA,"26","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",267015,423234
854408,NA,NA,NA,"37","SHORE AVENUE",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EE",263503,427829
854791,NA,NA,NA,"49","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267527,421859
854873,NA,NA,NA,"7","BROIGHTER GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268846,422494
854877,NA,NA,NA,"35","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",266971,418131
855039,NA,NA,NA,"38","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267163,432918
855042,NA,NA,NA,"46","DUNCRUN ROAD",NA,NA,NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY","LONDONDERRY","BT490JD",267611,431523
855202,NA,NA,NA,"58","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JU",268015,425050
855228,NA,NA,NA,"59","DOWLAND ROAD",NA,NA,"FRUITHILL","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HR",268218,424874
855430,NA,NA,NA,"30","DROMORE AVENUE",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499LX",265252,420194
855431,NA,"APARTMENT B",NA,"5","LODGE COURT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EY",266899,423197
855432,NA,NA,NA,"4","GRANGE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AW",267441,422675
855435,NA,NA,NA,"40","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268089,422086
855436,NA,NA,NA,"182","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268377,421949
855437,NA,NA,NA,"11","GRANGE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AW",267443,422722
855438,"UNISNIP HAIRDRESSING",NA,NA,"8","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266983,423033
855439,NA,NA,NA,"26","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267157,422473
855441,NA,NA,NA,"18","GLENMORE GARDENS",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267731,422114
855444,NA,NA,NA,"26","THORNDALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268117,421980
855445,NA,NA,NA,"10","RATHMORE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DF",267858,423345
855446,NA,NA,NA,"80","GLENVIEW DRIVE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RZ",267689,421879
855449,NA,NA,NA,"11","LOWRY PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268404,421541
855450,NA,NA,NA,"56","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267541,422444
855451,NA,NA,NA,"114","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268108,422607
855453,NA,NA,NA,"17","GLENROE WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267742,421816
855456,NA,NA,NA,"110","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BE",267097,422432
855457,NA,NA,NA,"19","GLENGIVEN AVENUE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RW",267797,421769
855458,NA,NA,NA,"13","TYLER PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DS",267818,423463
855462,NA,NA,NA,"122","DRUMRANE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LQ",267266,418586
855466,NA,NA,NA,"100","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490ET",267207,423461
855467,NA,NA,NA,"109","BALLYQUIN ROAD",NA,NA,NA,"TERRYDREMONT NORTH","LIMAVADY","LONDONDERRY","BT499EY",268495,420060
855468,NA,NA,NA,"1","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268499,422413
855469,NA,NA,NA,"5","ROSSMARA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269081,422215
855471,NA,NA,NA,"8","ROSSVIEW DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490WD",268955,421961
855472,"O'BRIENS FURNITURE STORAGE",NA,NA,"10A","BALLYCLOSE STREET",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490BN",267343,423490
855475,NA,NA,NA,"1","MASSEY AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BN",267032,422809
855476,NA,NA,NA,"2","PROTESTANT STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",267033,422898
855477,NA,NA,NA,"5","BRANSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268766,422127
855479,NA,NA,NA,"23","ROSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268705,421666
855480,NA,NA,NA,"22","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267643,422077
855481,NA,NA,NA,"14","GLENMILL PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RS",267650,421931
855482,NA,NA,NA,"55","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",268052,422630
855483,NA,NA,NA,"26","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268612,420200
855484,NA,NA,NA,"195","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268612,421470
855488,NA,NA,NA,"61","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268983,422173
855490,"THE HAPPY HOUSE",NA,NA,"143A","GREYSTONE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PB",268623,423038
855492,NA,NA,NA,"6","TAYLOR PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NT",268054,422188
855493,NA,NA,NA,"19","ROSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268727,421685
855494,NA,NA,NA,"4","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268427,422861
855499,NA,NA,NA,"51","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267246,422208
855500,"FOYLE HEALTH & SOCIAL SERVICES TRUST",NA,"LIMAVADY HEALTH CENTRE",NA,"SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267753,422808
855501,NA,NA,NA,"9","GLENBEG WALK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RL",267769,421951
855506,NA,NA,NA,"2","ROSE GARDENS",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TW",268905,421483
855510,NA,NA,NA,"67","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268637,422307
855517,NA,NA,NA,"8","FIDDLERS WAY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TX",268548,422475
855521,NA,NA,NA,"12","GORTGARN ROAD",NA,NA,NA,"GLEBE","LIMAVADY","LONDONDERRY","BT490QW",271090,423886
855526,NA,NA,NA,"9","MCCURRY WALK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268673,422491
855527,NA,NA,NA,"7","MCCURRY WALK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268675,422471
855765,NA,NA,NA,"12","MULLANS HILL",NA,NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490UU",272270,416912
855767,NA,NA,NA,"5","KILHOYLE ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PU",272677,416561
855768,NA,NA,NA,"300","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PX",272821,416351
855777,NA,NA,NA,"70","NEW LINE ROAD",NA,NA,NA,"LEEKE","LIMAVADY","LONDONDERRY","BT499NJ",266011,416231
856217,NA,NA,NA,"102","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268253,421592
856305,"BALLYKELLY",NA,NA,"7","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT494SN",267216,423186
856306,"FEENY",NA,NA,"7","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT494SF",267216,423186
857703,NA,NA,NA,"6","ASHVIEW COURT",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499QW",265141,420087
861677,NA,NA,NA,"35","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268895,422171
861689,"MUNCHBOX",NA,NA,"35D","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267087,423167
861690,NA,NA,NA,"12","KENNAUGHT TERRACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AS",267269,422468
861794,NA,NA,NA,"1","OASIS COTTAGES",NA,NA,NA,"BALLYSCULLION","LIMAVADY","LONDONDERRY","BT490LZ",267185,432672
861795,NA,NA,"LIMAVADY REFORMED PRESBYTERIAN CHURCH","5A","GREYSTONE ROAD",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490ND",267585,422381
862081,NA,NA,NA,"460","SEACOAST ROAD",NA,NA,NA,"MARGYMONAGHAN","LIMAVADY","LONDONDERRY","BT490LD",266168,434298
862126,NA,"FLAT 11","ROE FOLD",NA,"MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EL",266961,423295
862183,NA,NA,NA,"106A","BROAD ROAD",NA,NA,NA,"BALLYRISK BEG","LIMAVADY","LONDONDERRY","BT490QP",271457,424528
862296,NA,NA,NA,"59","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267182,422896
862333,NA,NA,NA,"41","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267325,422607
862334,NA,NA,NA,"27","BALLYCLOSE STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BL",267398,423443
862771,NA,NA,NA,"4","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268611,422901
863150,NA,NA,NA,"66","CARROWCLARE ROAD",NA,NA,NA,"CARROWMENAGH","LIMAVADY","LONDONDERRY","BT499EB",264268,428205
863234,NA,NA,NA,"25","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268105,422022
863265,NA,NA,NA,"24","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268434,422958
863720,NA,NA,NA,"29","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267343,422488
863735,NA,NA,NA,"130","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268702,421546
863739,NA,NA,NA,"33","CHURCH STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267614,423305
863740,NA,NA,NA,"89","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268144,422687
863744,NA,NA,NA,"1","DAIRYVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268770,422236
863751,NA,NA,NA,"12","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268033,422116
863874,NA,NA,NA,"14","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267094,423116
863918,NA,NA,NA,"142","SEACOAST ROAD",NA,NA,NA,"CRINDLE","LIMAVADY","LONDONDERRY","BT499EG",266196,427237
863925,NA,NA,NA,"72","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267423,423335
863949,NA,NA,NA,"12","SPRINGHILL TERRACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BS",266900,422763
863950,NA,NA,NA,"14A","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266944,423245
863952,NA,NA,NA,"25","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267839,421984
863989,NA,NA,NA,"18","DRUMRANE ROAD",NA,NA,NA,"MULLAGH","LIMAVADY","LONDONDERRY","BT499LB",266410,421304
864825,"FIRST 4 BABY",NA,NA,"8E","BALLYCLOSE STREET",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490BL",267328,423521
865014,"CARD FACTORY",NA,NA,"18","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267079,423130
865052,NA,NA,NA,"13","BOVALLY ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268770,422184
865068,NA,NA,NA,"54","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268097,422287
865074,NA,NA,"LIMAVADY INDEPENDENT METHODIST CHURCH",NA,"EDENMORE ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NG",268569,422045
865108,NA,NA,NA,"14","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268608,422349
865191,NA,NA,NA,"39","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268890,422117
865251,NA,NA,NA,"20","SCROGGY PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267606,423052
865318,NA,NA,NA,"10","KILLANE ROAD",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267525,423521
865346,NA,NA,NA,"305","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PX",272917,416155
865465,NA,NA,NA,"116","HIGHLANDS ROAD",NA,NA,NA,"CLAGAN","LIMAVADY","LONDONDERRY","BT499LY",264051,420694
865533,NA,NA,NA,"43","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267494,422384
865561,NA,"1",NA,"23","MOYS ROAD",NA,NA,NA,"MOYS","LIMAVADY","LONDONDERRY",NA,265168,417537
865611,NA,NA,NA,"18","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268708,421845
865691,NA,NA,NA,"5","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268691,421924
865693,"EXTRA CARE FOR ELDERLY PEOPLE LTD",NA,NA,"21C","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DA",267061,423053
866289,NA,NA,NA,"8","CROSSNADONNELL ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268575,422604
866341,NA,NA,NA,"36","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268707,422570
866440,NA,NA,NA,"29","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269108,422356
866471,NA,"APARTMENT E",NA,"110","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267257,422988
866845,NA,NA,NA,"24","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268734,422521
867134,NA,NA,NA,"16","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267079,422258
